Trading Day,Contract,Delivery Period,Delivery Start,Delivery End,Contract Volume,Open Price,High Price,Low Price,Last Price,"Settlement
Price",Exchange Volume MWh,Exchange Traded Contracts,Exchange Number of Trades,TradeReg Volume MWh,TradeReg Traded Contracts,TradeReg Number of Trades,Open Interest MWh (prev. day),Open Interest Contracts (prev. day)
10/16/2018,DEBM,2019.07,1/7/2019,31/07/19,744,,,,,47.94,0,0,0,0,0,0,0,0
10/15/2018,DEBM,2018.1,1/10/2018,31/10/18,745,,,,,54.52,0,0,0,0,0,0,49442670,66366
10/15/2018,DEBM,2018.11,1/11/2018,30/11/18,720,60.75,60.75,58.45,58.45,59.12,107280,149,51,525600,730,82,39947760,55483
10/15/2018,DEBM,2018.12,1/12/2018,31/12/18,744,54.51,54.51,53.5,53.5,53.73,28272,38,8,236592,318,23,34380240,46210
10/15/2018,DEBM,2019.01,1/1/2019,31/01/19,744,62.4,62.4,62.4,62.4,61.82,11160,15,1,0,0,0,148800,200
10/15/2018,DEBM,2019.02,1/2/2019,28/02/19,672,,,,,61.5,0,0,0,0,0,0,3360,5
10/15/2018,DEBM,2019.03,1/3/2019,31/03/19,743,,,,,51.69,0,0,0,0,0,0,14860,20
10/15/2018,DEBM,2019.04,1/4/2019,30/04/19,720,,,,,49.82,0,0,0,0,0,0,0,0
10/15/2018,DEBM,2019.05,1/5/2019,31/05/19,744,,,,,45.2,0,0,0,0,0,0,0,0
10/15/2018,DEBM,2019.06,1/6/2019,30/06/19,720,,,,,48.46,0,0,0,0,0,0,0,0
10/15/2018,DEBM,2019.07,1/7/2019,31/07/19,744,,,,,47.99,0,0,0,0,0,0,0,0
