Trading Day,Product,Maturity,Delivery Start,Delivery End,Lot Size,Settlement Price,Open Price,Timestamp Open Price ,High Price,Timestamp High Price,Low Price,Timestamp Low Price,Last  Price,Timestamp Last Price,Traded Lots,Traded Volume,Number of Trades,Open Interest Volume,Open Interest Lots,Traded Lots,Traded Volume,Number of Trades
12/23/2020,DEBM,2021-08,8/1/2021,8/31/2021,744 MWh,43.41,,,,,,,,,,,,,,,,
12/23/2020,DEBM,2021-09,9/1/2021,9/30/2021,720 MWh,49.11,,,,,,,,,,,,,,,,
12/22/2020,DEBM,2020-12,12/1/2020,12/31/2020,744 MWh,43.84,,,,,,,,,,,,"185,834,088 MWh","249,777",,,
12/22/2020,DEBM,2021-01,1/1/2021,1/31/2021,744 MWh,52.03,50.5,2020-12-22T08:08:36,52.1,2020-12-22T11:26:42,50.5,2020-12-22T08:08:36,52,2020-12-22T17:45:18,468,"348,192 MWh",113,"19,964,496 MWh","26,834",815,"606,360 MWh",136
12/22/2020,DEBM,2021-02,2/1/2021,2/28/2021,672 MWh,51.14,50.7,2020-12-22T09:54:07,51.35,2020-12-22T11:29:20,50.7,2020-12-22T09:54:07,51,2020-12-22T17:25:07,186,"124,992 MWh",61,"4,390,176 MWh","6,533",145,"97,440 MWh",31
12/22/2020,DEBM,2021-03,3/1/2021,3/31/2021,743 MWh,45.45,44.25,2020-12-22T09:54:16,45.5,2020-12-22T13:45:59,44.25,2020-12-22T09:54:16,45.45,2020-12-22T17:44:53,67,"49,781 MWh",20,"2,806,311 MWh","3,777",55,"40,865 MWh",7
12/22/2020,DEBM,2021-04,4/1/2021,4/30/2021,720 MWh,42.75,41.25,2020-12-22T09:11:38,42,2020-12-22T11:29:13,41.25,2020-12-22T09:11:38,42,2020-12-22T11:29:13,9,"6,480 MWh",5,"88,560 MWh",123,,,
12/22/2020,DEBM,2021-05,5/1/2021,5/31/2021,744 MWh,41.06,,,,,,,,,,,,,,,,
12/22/2020,DEBM,2021-06,6/1/2021,6/30/2021,720 MWh,44.22,,,,,,,,,,,,"1,440 MWh",2,,,
12/22/2020,DEBM,2021-07,7/1/2021,7/31/2021,744 MWh,44.5,,,,,,,,,,,,,,,,
12/22/2020,DEBM,2021-08,8/1/2021,8/31/2021,744 MWh,43.08,,,,,,,,,,,,,,,,
12/22/2020,DEBM,2021-09,9/1/2021,9/30/2021,720 MWh,48.73,,,,,,,,,,,,,,,,
12/21/2020,DEBM,2020-12,12/1/2020,12/31/2020,744 MWh,44.01,,,,,,,,,,,,"185,834,088 MWh","249,777",,,
12/21/2020,DEBM,2021-01,1/1/2021,1/31/2021,744 MWh,48.9,48,2020-12-21T08:16:00,49.5,2020-12-21T17:46:47,48,2020-12-21T08:16:00,49.5,2020-12-21T17:53:14,432,"321,408 MWh",132,"19,102,944 MWh","25,676",637,"473,928 MWh",94
12/21/2020,DEBM,2021-02,2/1/2021,2/28/2021,672 MWh,48.85,48.26,2020-12-21T08:25:45,49.35,2020-12-21T09:38:16,48.1,2020-12-21T11:27:05,49.04,2020-12-21T17:53:14,189,"127,008 MWh",61,"4,221,504 MWh","6,282",100,"67,200 MWh",21
12/21/2020,DEBM,2021-03,3/1/2021,3/31/2021,743 MWh,44.03,44.2,2020-12-21T09:10:35,44.35,2020-12-21T09:37:19,43.5,2020-12-21T11:20:40,44.15,2020-12-21T17:03:55,60,"44,580 MWh",25,"2,715,665 MWh","3,655",92,"68,356 MWh",22
12/21/2020,DEBM,2021-04,4/1/2021,4/30/2021,720 MWh,41.11,40.9,2020-12-21T08:42:06,41,2020-12-21T08:59:33,40.75,2020-12-21T15:39:13,40.85,2020-12-21T15:39:29,13,"9,360 MWh",9,"82,080 MWh",114,6,"4,320 MWh",2
12/21/2020,DEBM,2021-05,5/1/2021,5/31/2021,744 MWh,39.39,,,,,,,,,,,,,,,,
12/21/2020,DEBM,2021-06,6/1/2021,6/30/2021,720 MWh,42.64,,,,,,,,,,,,"1,440 MWh",2,,,
12/21/2020,DEBM,2021-07,7/1/2021,7/31/2021,744 MWh,43.05,,,,,,,,,,,,,,,,
12/21/2020,DEBM,2021-08,8/1/2021,8/31/2021,744 MWh,41.67,,,,,,,,,,,,,,,,
12/21/2020,DEBM,2021-09,9/1/2021,9/30/2021,720 MWh,47.17,,,,,,,,,,,,,,,,
12/18/2020,DEBM,2020-12,12/1/2020,12/31/2020,744 MWh,43.21,,,,,,,,,,,,"185,834,088 MWh","249,777",,,
12/18/2020,DEBM,2021-01,1/1/2021,1/31/2021,744 MWh,45.52,45.4,2020-12-18T08:09:58,45.8,2020-12-18T14:22:33,44.91,2020-12-18T09:01:30,45.79,2020-12-18T17:59:27,471,"350,424 MWh",137,"18,390,192 MWh","24,718",651,"484,344 MWh",88
12/18/2020,DEBM,2021-02,2/1/2021,2/28/2021,672 MWh,46.88,47.15,2020-12-18T10:04:00,47.2,2020-12-18T13:59:14,46.7,2020-12-18T11:30:10,46.9,2020-12-18T15:56:24,108,"72,576 MWh",34,"4,046,112 MWh","6,021",209,"140,448 MWh",21
12/18/2020,DEBM,2021-03,3/1/2021,3/31/2021,743 MWh,43.6,43.3,2020-12-18T10:27:56,43.65,2020-12-18T14:55:33,43.3,2020-12-18T10:27:56,43.65,2020-12-18T14:55:33,27,"20,061 MWh",7,"2,610,159 MWh","3,513",80,"59,440 MWh",14
12/18/2020,DEBM,2021-04,4/1/2021,4/30/2021,720 MWh,40.5,,,,,,,,,,,,"72,720 MWh",101,,,
12/18/2020,DEBM,2021-05,5/1/2021,5/31/2021,744 MWh,39.19,,,,,,,,,,,,,,,,
12/18/2020,DEBM,2021-06,6/1/2021,6/30/2021,720 MWh,42.15,,,,,,,,,,,,"1,440 MWh",2,,,
12/18/2020,DEBM,2021-07,7/1/2021,7/31/2021,744 MWh,42.77,,,,,,,,,,,,,,,,
12/18/2020,DEBM,2021-08,8/1/2021,8/31/2021,744 MWh,41.42,,,,,,,,,,,,,,,,
12/18/2020,DEBM,2021-09,9/1/2021,9/30/2021,720 MWh,46.86,,,,,,,,,,,,,,,,
12/17/2020,DEBM,2020-12,12/1/2020,12/31/2020,744 MWh,44.8,,,,,,,,,,,,"185,834,088 MWh","249,777",,,
12/17/2020,DEBM,2021-01,1/1/2021,1/31/2021,744 MWh,46.42,47.25,2020-12-17T08:27:16,47.55,2020-12-17T09:04:56,46.2,2020-12-17T10:09:05,46.4,2020-12-17T17:52:43,432,"321,408 MWh",115,"17,582,208 MWh","23,632",694,"516,336 MWh",139
12/17/2020,DEBM,2021-02,2/1/2021,2/28/2021,672 MWh,47.7,48.35,2020-12-17T09:53:03,48.35,2020-12-17T09:53:03,47.45,2020-12-17T15:00:05,47.45,2020-12-17T15:00:05,71,"47,712 MWh",29,"3,862,656 MWh","5,748",238,"159,936 MWh",68
12/17/2020,DEBM,2021-03,3/1/2021,3/31/2021,743 MWh,44.1,44.35,2020-12-17T09:53:35,44.5,2020-12-17T11:26:21,44.15,2020-12-17T10:46:11,44.25,2020-12-17T17:10:26,27,"20,061 MWh",13,"2,534,373 MWh","3,411",100,"74,300 MWh",20
12/17/2020,DEBM,2021-04,4/1/2021,4/30/2021,720 MWh,40.82,,,,,,,,,,,,"72,720 MWh",101,,,
12/17/2020,DEBM,2021-05,5/1/2021,5/31/2021,744 MWh,39.74,,,,,,,,,,,,,,,,
12/17/2020,DEBM,2021-06,6/1/2021,6/30/2021,720 MWh,42.99,,,,,,,,,,,,"1,440 MWh",2,,,
12/17/2020,DEBM,2021-07,7/1/2021,7/31/2021,744 MWh,43.18,,,,,,,,,,,,,,,,
12/17/2020,DEBM,2021-08,8/1/2021,8/31/2021,744 MWh,41.8,,,,,,,,,,,,,,,,
12/17/2020,DEBM,2021-09,9/1/2021,9/30/2021,720 MWh,47.3,,,,,,,,,,,,,,,,
12/16/2020,DEBM,2020-12,12/1/2020,12/31/2020,744 MWh,46.44,,,,,,,,,,,,"185,834,088 MWh","249,777",,,
12/16/2020,DEBM,2021-01,1/1/2021,1/31/2021,744 MWh,48.35,49.4,2020-12-16T08:28:18,49.45,2020-12-16T12:26:57,47.8,2020-12-16T17:53:12,47.8,2020-12-16T17:53:12,251,"186,744 MWh",91,"16,912,608 MWh","22,732",824,"613,056 MWh",139
12/16/2020,DEBM,2021-02,2/1/2021,2/28/2021,672 MWh,49.39,50,2020-12-16T09:50:25,50.3,2020-12-16T12:30:19,48.9,2020-12-16T17:31:44,48.95,2020-12-16T17:44:07,131,"88,032 MWh",64,"3,691,968 MWh","5,494",311,"208,992 MWh",36
12/16/2020,DEBM,2021-03,3/1/2021,3/31/2021,743 MWh,44.64,46.05,2020-12-16T10:36:05,46.05,2020-12-16T10:36:05,44.75,2020-12-16T16:39:55,44.75,2020-12-16T16:39:55,8,"5,944 MWh",4,"2,445,213 MWh","3,291",95,"70,585 MWh",10
12/16/2020,DEBM,2021-04,4/1/2021,4/30/2021,720 MWh,42.32,,,,,,,,,,,,"72,720 MWh",101,,,
12/16/2020,DEBM,2021-05,5/1/2021,5/31/2021,744 MWh,40.34,,,,,,,,,,,,,,,,
12/16/2020,DEBM,2021-06,6/1/2021,6/30/2021,720 MWh,43.39,,,,,,,,,,,,"1,440 MWh",2,,,
12/16/2020,DEBM,2021-07,7/1/2021,7/31/2021,744 MWh,43.67,,,,,,,,,,,,,,,,
12/16/2020,DEBM,2021-08,8/1/2021,8/31/2021,744 MWh,42.28,,,,,,,,,,,,,,,,
12/16/2020,DEBM,2021-09,9/1/2021,9/30/2021,720 MWh,47.83,,,,,,,,,,,,,,,,
12/15/2020,DEBM,2020-12,12/1/2020,12/31/2020,744 MWh,46,,,,,,,,,,,,"185,834,088 MWh","249,777",,,
12/15/2020,DEBM,2021-01,1/1/2021,1/31/2021,744 MWh,49.1,48.25,2020-12-15T08:03:45,49.65,2020-12-15T11:43:17,48.25,2020-12-15T08:03:45,49.25,2020-12-15T17:37:49,778,"578,832 MWh",203,"16,304,760 MWh","21,915","1,045","777,480 MWh",168
12/15/2020,DEBM,2021-02,2/1/2021,2/28/2021,672 MWh,50.55,50,2020-12-15T08:06:17,51,2020-12-15T08:22:54,50,2020-12-15T08:06:17,50.5,2020-12-15T17:32:37,112,"75,264 MWh",41,"3,521,952 MWh","5,241",339,"227,808 MWh",64
12/15/2020,DEBM,2021-03,3/1/2021,3/31/2021,743 MWh,46.02,46.8,2020-12-15T09:33:26,46.8,2020-12-15T09:33:26,46.15,2020-12-15T16:06:35,46.5,2020-12-15T16:51:27,30,"22,290 MWh",10,"2,372,399 MWh","3,193",79,"58,697 MWh",18
12/15/2020,DEBM,2021-04,4/1/2021,4/30/2021,720 MWh,42.58,,,,,,,,,,,,"72,720 MWh",101,,,
12/15/2020,DEBM,2021-05,5/1/2021,5/31/2021,744 MWh,40.98,,,,,,,,,,,,,,,,
12/15/2020,DEBM,2021-06,6/1/2021,6/30/2021,720 MWh,43.99,,,,,,,,,,,,"1,440 MWh",2,,,
12/15/2020,DEBM,2021-07,7/1/2021,7/31/2021,744 MWh,44.35,,,,,,,,,,,,,,,,
12/15/2020,DEBM,2021-08,8/1/2021,8/31/2021,744 MWh,42.93,,,,,,,,,,,,,,,,
12/15/2020,DEBM,2021-09,9/1/2021,9/30/2021,720 MWh,48.58,,,,,,,,,,,,,,,,
12/14/2020,DEBM,2020-12,12/1/2020,12/31/2020,744 MWh,45.07,43.8,2020-12-14T11:23:28,43.8,2020-12-14T11:23:28,43.8,2020-12-14T11:23:28,43.8,2020-12-14T11:23:28,1,744 MWh,1,"185,841,528 MWh","249,787",,,
12/14/2020,DEBM,2021-01,1/1/2021,1/31/2021,744 MWh,47.23,44.25,2020-12-14T08:02:16,47.7,2020-12-14T15:28:41,44.25,2020-12-14T08:02:16,47,2020-12-14T17:59:35,235,"174,840 MWh",69,"15,031,032 MWh","20,203",672,"499,968 MWh",70
12/14/2020,DEBM,2021-02,2/1/2021,2/28/2021,672 MWh,49.38,48.3,2020-12-14T09:09:15,49.55,2020-12-14T15:21:39,48.3,2020-12-14T09:09:15,49,2020-12-14T17:33:56,37,"24,864 MWh",18,"3,231,648 MWh","4,809",281,"188,832 MWh",54
12/14/2020,DEBM,2021-03,3/1/2021,3/31/2021,743 MWh,45.73,44,2020-12-14T09:09:50,45.8,2020-12-14T12:40:59,44,2020-12-14T09:09:50,45.6,2020-12-14T17:33:47,103,"76,529 MWh",23,"2,292,155 MWh","3,085",46,"34,178 MWh",10
12/14/2020,DEBM,2021-04,4/1/2021,4/30/2021,720 MWh,42.19,,,,,,,,,,,,"72,720 MWh",101,,,
12/14/2020,DEBM,2021-05,5/1/2021,5/31/2021,744 MWh,40.77,,,,,,,,,,,,,,,,
12/14/2020,DEBM,2021-06,6/1/2021,6/30/2021,720 MWh,43.69,,,,,,,,,,,,"1,440 MWh",2,,,
12/14/2020,DEBM,2021-07,7/1/2021,7/31/2021,744 MWh,44.3,,,,,,,,,,,,,,,,
12/14/2020,DEBM,2021-08,8/1/2021,8/31/2021,744 MWh,42.89,,,,,,,,,,,,,,,,
12/14/2020,DEBM,2021-09,9/1/2021,9/30/2021,720 MWh,48.52,,,,,,,,,,,,,,,,
12/11/2020,DEBM,2020-12,12/1/2020,12/31/2020,744 MWh,43.93,,,,,,,,,,,,"185,841,528 MWh","249,787",,,
12/11/2020,DEBM,2021-01,1/1/2021,1/31/2021,744 MWh,45.27,45.65,2020-12-11T08:27:49,45.85,2020-12-11T08:44:11,44.9,2020-12-11T10:00:11,45.75,2020-12-11T17:17:28,421,"313,224 MWh",86,"14,518,416 MWh","19,514",687,"511,128 MWh",78
12/11/2020,DEBM,2021-02,2/1/2021,2/28/2021,672 MWh,47.37,47.7,2020-12-11T09:38:47,47.7,2020-12-11T09:38:47,47,2020-12-11T10:59:11,47.45,2020-12-11T16:39:28,101,"67,872 MWh",39,"3,044,832 MWh","4,531",378,"254,016 MWh",55
12/11/2020,DEBM,2021-03,3/1/2021,3/31/2021,743 MWh,43.55,43.15,2020-12-11T10:32:24,43.8,2020-12-11T16:40:13,43.15,2020-12-11T10:32:24,43.8,2020-12-11T16:40:13,16,"11,888 MWh",3,"2,194,079 MWh","2,953",39,"28,977 MWh",10
12/11/2020,DEBM,2021-04,4/1/2021,4/30/2021,720 MWh,40.59,,,,,,,,,,,,"72,720 MWh",101,,,
12/11/2020,DEBM,2021-05,5/1/2021,5/31/2021,744 MWh,39.26,,,,,,,,,,,,,,,,
12/11/2020,DEBM,2021-06,6/1/2021,6/30/2021,720 MWh,42.45,,,,,,,,,,,,"1,440 MWh",2,,,
12/11/2020,DEBM,2021-07,7/1/2021,7/31/2021,744 MWh,42.94,,,,,,,,,,,,,,,,
12/11/2020,DEBM,2021-08,8/1/2021,8/31/2021,744 MWh,41.57,,,,,,,,,,,,,,,,
12/11/2020,DEBM,2021-09,9/1/2021,9/30/2021,720 MWh,47.03,,,,,,,,,,,,,,,,
12/10/2020,DEBM,2020-12,12/1/2020,12/31/2020,744 MWh,45.21,,,,,,,,,,,,"185,841,528 MWh","249,787",,,
12/10/2020,DEBM,2021-01,1/1/2021,1/31/2021,744 MWh,45.79,43.75,2020-12-10T08:19:26,46.25,2020-12-10T17:29:58,43.75,2020-12-10T08:19:26,46.1,2020-12-10T17:34:16,254,"188,976 MWh",76,"13,773,672 MWh","18,513",744,"553,536 MWh",104
12/10/2020,DEBM,2021-02,2/1/2021,2/28/2021,672 MWh,47.8,47.2,2020-12-10T09:40:15,48,2020-12-10T17:27:08,47.2,2020-12-10T09:40:15,48,2020-12-10T17:27:10,89,"59,808 MWh",41,"2,739,744 MWh","4,077",295,"198,240 MWh",50
12/10/2020,DEBM,2021-03,3/1/2021,3/31/2021,743 MWh,43.36,42.5,2020-12-10T08:50:56,43.75,2020-12-10T17:27:11,42.5,2020-12-10T08:50:56,43.75,2020-12-10T17:34:32,59,"43,837 MWh",16,"2,153,214 MWh","2,898",60,"44,580 MWh",12
12/10/2020,DEBM,2021-04,4/1/2021,4/30/2021,720 MWh,40.34,40,2020-12-10T14:36:33,40,2020-12-10T14:36:33,40,2020-12-10T14:36:33,40,2020-12-10T15:25:12,15,"10,800 MWh",3,"72,720 MWh",101,5,"3,600 MWh",1
12/10/2020,DEBM,2021-05,5/1/2021,5/31/2021,744 MWh,39.03,,,,,,,,,,,,,,,,
12/10/2020,DEBM,2021-06,6/1/2021,6/30/2021,720 MWh,42.11,,,,,,,,,,,,"1,440 MWh",2,,,
12/10/2020,DEBM,2021-07,7/1/2021,7/31/2021,744 MWh,42.65,,,,,,,,,,,,,,,,
12/10/2020,DEBM,2021-08,8/1/2021,8/31/2021,744 MWh,41.29,,,,,,,,,,,,,,,,
12/10/2020,DEBM,2021-09,9/1/2021,9/30/2021,720 MWh,46.72,,,,,,,,,,,,,,,,
12/9/2020,DEBM,2020-12,12/1/2020,12/31/2020,744 MWh,44.66,,,,,,,,,,,,"185,841,528 MWh","249,787",,,
12/9/2020,DEBM,2021-01,1/1/2021,1/31/2021,744 MWh,44.65,43.7,2020-12-09T09:00:12,44.7,2020-12-09T15:46:01,43.7,2020-12-09T09:00:12,44.35,2020-12-09T17:34:58,193,"143,592 MWh",57,"13,173,264 MWh","17,706",566,"421,104 MWh",97
12/9/2020,DEBM,2021-02,2/1/2021,2/28/2021,672 MWh,46.94,46.6,2020-12-09T09:22:44,46.9,2020-12-09T16:07:18,46.4,2020-12-09T13:34:35,46.45,2020-12-09T17:40:23,33,"22,176 MWh",23,"2,507,232 MWh","3,731",119,"79,968 MWh",25
12/9/2020,DEBM,2021-03,3/1/2021,3/31/2021,743 MWh,42.37,41.3,2020-12-09T09:18:01,42.5,2020-12-09T12:19:26,41.3,2020-12-09T09:18:01,42,2020-12-09T13:10:35,29,"21,547 MWh",9,"2,069,255 MWh","2,785",105,"78,015 MWh",22
12/9/2020,DEBM,2021-04,4/1/2021,4/30/2021,720 MWh,39.66,,,,,,,,,,,,"58,320 MWh",81,,,
12/9/2020,DEBM,2021-05,5/1/2021,5/31/2021,744 MWh,38.39,,,,,,,,,,,,,,,,
12/9/2020,DEBM,2021-06,6/1/2021,6/30/2021,720 MWh,41.49,,,,,,,,,,,,"1,440 MWh",2,,,
12/9/2020,DEBM,2021-07,7/1/2021,7/31/2021,744 MWh,41.97,,,,,,,,,,,,,,,,
12/9/2020,DEBM,2021-08,8/1/2021,8/31/2021,744 MWh,40.63,,,,,,,,,,,,,,,,
12/9/2020,DEBM,2021-09,9/1/2021,9/30/2021,720 MWh,45.97,,,,,,,,,,,,,,,,
12/8/2020,DEBM,2020-12,12/1/2020,12/31/2020,744 MWh,45.1,46,2020-12-08T15:28:48,46,2020-12-08T15:28:48,46,2020-12-08T15:28:48,46,2020-12-08T15:28:48,2,"1,488 MWh",1,"185,841,528 MWh","249,787",,,
12/8/2020,DEBM,2021-01,1/1/2021,1/31/2021,744 MWh,43.92,45,2020-12-08T08:20:37,45,2020-12-08T08:20:37,43.6,2020-12-08T15:18:07,43.7,2020-12-08T17:57:02,468,"348,192 MWh",125,"12,688,920 MWh","17,055",480,"357,120 MWh",79
12/8/2020,DEBM,2021-02,2/1/2021,2/28/2021,672 MWh,46.4,46.25,2020-12-08T09:09:19,46.8,2020-12-08T13:06:46,46,2020-12-08T15:28:01,46.4,2020-12-08T15:56:28,100,"67,200 MWh",42,"2,444,736 MWh","3,638",113,"75,936 MWh",27
12/8/2020,DEBM,2021-03,3/1/2021,3/31/2021,743 MWh,41.49,41.35,2020-12-08T11:33:07,41.75,2020-12-08T12:12:12,41.35,2020-12-08T11:33:07,41.75,2020-12-08T12:12:35,25,"18,575 MWh",9,"1,977,866 MWh","2,662",61,"45,323 MWh",13
12/8/2020,DEBM,2021-04,4/1/2021,4/30/2021,720 MWh,39.04,39.29,2020-12-08T09:51:58,39.29,2020-12-08T09:51:58,39.29,2020-12-08T09:51:58,39.29,2020-12-08T09:51:58,1,720 MWh,1,"58,320 MWh",81,,,
12/8/2020,DEBM,2021-05,5/1/2021,5/31/2021,744 MWh,37.79,,,,,,,,,,,,,,,,
12/8/2020,DEBM,2021-06,6/1/2021,6/30/2021,720 MWh,40.78,,,,,,,,,,,,"1,440 MWh",2,,,
12/8/2020,DEBM,2021-07,7/1/2021,7/31/2021,744 MWh,41.43,,,,,,,,,,,,,,,,
12/8/2020,DEBM,2021-08,8/1/2021,8/31/2021,744 MWh,40.11,,,,,,,,,,,,,,,,
12/8/2020,DEBM,2021-09,9/1/2021,9/30/2021,720 MWh,45.38,,,,,,,,,,,,,,,,
12/7/2020,DEBM,2020-12,12/1/2020,12/31/2020,744 MWh,47.01,50,2020-12-07T10:30:54,50,2020-12-07T10:30:54,50,2020-12-07T10:30:54,50,2020-12-07T10:55:17,21,"15,624 MWh",3,"185,857,896 MWh","249,809",,,
12/7/2020,DEBM,2021-01,1/1/2021,1/31/2021,744 MWh,45.5,44.75,2020-12-07T08:00:56,45.69,2020-12-07T15:07:55,44,2020-12-07T08:21:27,45.25,2020-12-07T17:44:58,458,"340,752 MWh",142,"12,206,808 MWh","16,407",581,"432,264 MWh",94
12/7/2020,DEBM,2021-02,2/1/2021,2/28/2021,672 MWh,47.01,46,2020-12-07T08:53:32,47.45,2020-12-07T14:23:43,45.9,2020-12-07T09:00:43,46.9,2020-12-07T17:29:15,139,"93,408 MWh",44,"2,334,528 MWh","3,474",77,"51,744 MWh",14
12/7/2020,DEBM,2021-03,3/1/2021,3/31/2021,743 MWh,41.75,40.6,2020-12-07T10:38:16,41.5,2020-12-07T14:15:57,40.6,2020-12-07T10:38:16,41.5,2020-12-07T14:15:57,60,"44,580 MWh",15,"1,913,968 MWh","2,576",25,"18,575 MWh",5
12/7/2020,DEBM,2021-04,4/1/2021,4/30/2021,720 MWh,39.02,,,,,,,,,,,,"57,600 MWh",80,,,
12/7/2020,DEBM,2021-05,5/1/2021,5/31/2021,744 MWh,37.7,,,,,,,,,,,,,,,,
12/7/2020,DEBM,2021-06,6/1/2021,6/30/2021,720 MWh,40.63,,,,,,,,,,,,"1,440 MWh",2,,,
12/7/2020,DEBM,2021-07,7/1/2021,7/31/2021,744 MWh,41.25,,,,,,,,,,,,,,,,
12/7/2020,DEBM,2021-08,8/1/2021,8/31/2021,744 MWh,39.93,,,,,,,,,,,,,,,,
12/7/2020,DEBM,2021-09,9/1/2021,9/30/2021,720 MWh,45.19,,,,,,,,,,,,,,,,
12/4/2020,DEBM,2020-12,12/1/2020,12/31/2020,744 MWh,51.43,,,,,,,,,,,,"185,845,992 MWh","249,793",,,
12/4/2020,DEBM,2021-01,1/1/2021,1/31/2021,744 MWh,46.38,42.95,2020-12-04T08:14:29,46.65,2020-12-04T15:04:13,42.95,2020-12-04T08:14:29,46.4,2020-12-04T17:57:51,773,"575,112 MWh",256,"11,595,984 MWh","15,586","1,242","924,048 MWh",204
12/4/2020,DEBM,2021-02,2/1/2021,2/28/2021,672 MWh,47.6,47.1,2020-12-04T09:35:19,47.71,2020-12-04T16:05:01,47.01,2020-12-04T17:12:47,47.01,2020-12-04T17:12:47,201,"135,072 MWh",110,"2,251,872 MWh","3,351",277,"186,144 MWh",55
12/4/2020,DEBM,2021-03,3/1/2021,3/31/2021,743 MWh,41.41,40.65,2020-12-04T09:03:58,41.4,2020-12-04T15:47:01,40.65,2020-12-04T09:03:58,41.3,2020-12-04T16:04:56,99,"73,557 MWh",24,"1,854,528 MWh","2,496",83,"61,669 MWh",20
12/4/2020,DEBM,2021-04,4/1/2021,4/30/2021,720 MWh,39.05,38.5,2020-12-04T11:17:36,38.5,2020-12-04T11:17:36,38.5,2020-12-04T11:17:36,38.5,2020-12-04T11:17:40,10,"7,200 MWh",2,"57,600 MWh",80,,,
12/4/2020,DEBM,2021-05,5/1/2021,5/31/2021,744 MWh,37.78,,,,,,,,,,,,,,,,
12/4/2020,DEBM,2021-06,6/1/2021,6/30/2021,720 MWh,40.7,,,,,,,,,,,,"1,440 MWh",2,,,
12/4/2020,DEBM,2021-07,7/1/2021,7/31/2021,744 MWh,41.22,,,,,,,,,,,,,,,,
12/4/2020,DEBM,2021-08,8/1/2021,8/31/2021,744 MWh,39.91,,,,,,,,,,,,,,,,
12/4/2020,DEBM,2021-09,9/1/2021,9/30/2021,720 MWh,45.15,,,,,,,,,,,,,,,,
12/3/2020,DEBM,2020-12,12/1/2020,12/31/2020,744 MWh,45.22,,,,,,,,,,,,"185,845,992 MWh","249,793",,,
12/3/2020,DEBM,2021-01,1/1/2021,1/31/2021,744 MWh,43.74,43.95,2020-12-03T08:02:28,44.58,2020-12-03T15:12:14,42.3,2020-12-03T09:18:29,42.7,2020-12-03T17:52:19,559,"415,896 MWh",163,"10,258,272 MWh","13,788",588,"437,472 MWh",130
12/3/2020,DEBM,2021-02,2/1/2021,2/28/2021,672 MWh,45.52,45.35,2020-12-03T09:15:01,45.75,2020-12-03T14:24:12,44.8,2020-12-03T17:34:30,44.8,2020-12-03T17:34:34,143,"96,096 MWh",131,"2,022,720 MWh","3,010",105,"70,560 MWh",19
12/3/2020,DEBM,2021-03,3/1/2021,3/31/2021,743 MWh,40.62,40.35,2020-12-03T11:13:21,40.75,2020-12-03T15:31:18,40.35,2020-12-03T11:13:21,40.75,2020-12-03T15:31:18,23,"17,089 MWh",5,"1,748,279 MWh","2,353",81,"60,183 MWh",16
12/3/2020,DEBM,2021-04,4/1/2021,4/30/2021,720 MWh,38.15,,,,,,,,,,,,"50,400 MWh",70,,,
12/3/2020,DEBM,2021-05,5/1/2021,5/31/2021,744 MWh,37.39,,,,,,,,,,,,,,,,
12/3/2020,DEBM,2021-06,6/1/2021,6/30/2021,720 MWh,40.24,,,,,,,,,,,,"1,440 MWh",2,,,
12/3/2020,DEBM,2021-07,7/1/2021,7/31/2021,744 MWh,40.58,,,,,,,,,,,,,,,,
12/3/2020,DEBM,2021-08,8/1/2021,8/31/2021,744 MWh,39.27,,,,,,,,,,,,,,,,
12/3/2020,DEBM,2021-09,9/1/2021,9/30/2021,720 MWh,44.48,,,,,,,,,,,,,,,,
12/2/2020,DEBM,2020-12,12/1/2020,12/31/2020,744 MWh,43.86,,,,,,,,,,,,"185,845,992 MWh","249,793",,,
12/2/2020,DEBM,2021-01,1/1/2021,1/31/2021,744 MWh,43.93,43,2020-12-02T08:27:11,44.4,2020-12-02T16:13:03,42.25,2020-12-02T09:27:21,44.2,2020-12-02T17:50:09,597,"444,168 MWh",256,"9,717,384 MWh","13,061",786,"584,784 MWh",149
12/2/2020,DEBM,2021-02,2/1/2021,2/28/2021,672 MWh,46,45.5,2020-12-02T08:25:55,46.25,2020-12-02T16:26:53,44.8,2020-12-02T08:38:36,46.2,2020-12-02T17:32:30,54,"36,288 MWh",17,"1,898,400 MWh","2,825",70,"47,040 MWh",14
12/2/2020,DEBM,2021-03,3/1/2021,3/31/2021,743 MWh,40.92,40.25,2020-12-02T09:27:20,40.95,2020-12-02T16:28:23,40.25,2020-12-02T09:27:20,40.9,2020-12-02T17:04:33,70,"52,010 MWh",14,"1,705,185 MWh","2,295",20,"14,860 MWh",4
12/2/2020,DEBM,2021-04,4/1/2021,4/30/2021,720 MWh,38.74,,,,,,,,,,,,"50,400 MWh",70,,,
12/2/2020,DEBM,2021-05,5/1/2021,5/31/2021,744 MWh,37.44,,,,,,,,,,,,,,,,
12/2/2020,DEBM,2021-06,6/1/2021,6/30/2021,720 MWh,40.41,,,,,,,,,,,,"1,440 MWh",2,,,
12/2/2020,DEBM,2021-07,7/1/2021,7/31/2021,744 MWh,40.87,,,,,,,,,,,,,,,,
12/2/2020,DEBM,2021-08,8/1/2021,8/31/2021,744 MWh,39.56,,,,,,,,,,,,,,,,
12/2/2020,DEBM,2021-09,9/1/2021,9/30/2021,720 MWh,44.77,,,,,,,,,,,,,,,,
