Trading Day,Product,Maturity,Delivery Start,Delivery End,Lot Size,Settlement Price,Open Price,Timestamp Open Price ,High Price,Timestamp High Price,Low Price,Timestamp Low Price,Last  Price,Timestamp Last Price,Traded Lots,Traded Volume,Number of Trades,Open Interest Volume (prev. day),Open Interest Lots (prev. day),Traded Lots,Traded Volume,Number of Trades
4/2/2019,DEBM,2019-11,11/1/2019,11/30/2019,720 MWh,49.82,,,,,,,,,,,,,,,,
4/2/2019,DEBM,2019-12,12/1/2019,12/31/2019,744 MWh,45.46,,,,,,,,,,,,,,,,
4/2/2019,DEBM,2020-01,1/1/2020,1/31/2020,744 MWh,51.2,,,,,,,,,,,,,,,,
4/1/2019,DEBM,2019-04,4/1/2019,4/30/2019,720 MWh,34.86,,,,,,,,,301,"216,720 MWh",54,"113,148,000 MWh","157,150",114,"82,080 MWh",24
4/1/2019,DEBM,2019-05,5/1/2019,5/31/2019,744 MWh,36.12,36.5,2019-03-29T09:10:04,36.5,2019-04-01T09:04:21,36.1,2019-04-01T15:57:36,36.3,2019-04-01T17:58:28,802,"596,688 MWh",119,"105,406,944 MWh","141,676",459,"341,496 MWh",55
4/1/2019,DEBM,2019-06,6/1/2019,6/30/2019,720 MWh,37.89,38.45,2019-03-29T09:19:31,38.45,2019-04-01T09:24:30,37.6,2019-04-01T11:02:56,37.85,2019-04-01T17:14:52,187,"134,640 MWh",42,"98,596,800 MWh","136,940",408,"293,760 MWh",42
4/1/2019,DEBM,2019-07,7/1/2019,7/31/2019,744 MWh,39.35,38.9,2019-04-01T11:12:48,39.4,2019-04-01T14:56:10,38.9,2019-04-01T11:12:48,39.35,2019-04-01T15:55:14,24,"17,856 MWh",9,"276,024 MWh",371,5,"3,720 MWh",1
4/1/2019,DEBM,2019-08,8/1/2019,8/31/2019,744 MWh,38.78,38.75,2019-04-01T13:44:42,38.75,2019-04-01T13:44:42,38.75,2019-04-01T13:44:42,38.75,2019-04-01T13:44:42,5,"3,720 MWh",1,"7,440 MWh",10,,,
4/1/2019,DEBM,2019-09,9/1/2019,9/30/2019,720 MWh,42.97,42.75,2019-04-01T16:28:22,42.75,2019-04-01T16:28:22,42.75,2019-04-01T16:28:22,42.75,2019-04-01T16:28:22,5,"3,600 MWh",1,"7,200 MWh",10,10,"7,200 MWh",1
4/1/2019,DEBM,2019-10,10/1/2019,10/31/2019,745 MWh,47.07,,,,,,,,,,,,,,,,
4/1/2019,DEBM,2019-11,11/1/2019,11/30/2019,720 MWh,50.09,,,,,,,,,,,,,,,,
4/1/2019,DEBM,2019-12,12/1/2019,12/31/2019,744 MWh,45.34,,,,,,,,,,,,,,,,
4/1/2019,DEBM,2020-01,1/1/2020,1/31/2020,744 MWh,51.36,,,,,,,,,,,,,,,,
3/29/2019,DEBM,2019-03,3/1/2019,3/31/2019,743 MWh,30.63,,,,,,,,,,,,"108,413,359 MWh","145,913",,,
3/29/2019,DEBM,2019-04,4/1/2019,4/30/2019,720 MWh,35.9,35.95,2019-03-29T09:10:23,36.1,2019-03-29T13:03:35,35.6,2019-03-29T09:20:37,36.05,2019-03-29T16:40:13,301,"216,720 MWh",54,"112,940,640 MWh","157,150",114,"82,080 MWh",24
3/29/2019,DEBM,2019-05,5/1/2019,5/31/2019,744 MWh,36.87,36.5,2019-03-29T09:10:04,36.5,2019-03-29T09:10:04,36.1,2019-03-29T12:44:02,36.75,2019-03-29T16:33:24,294,"218,736 MWh",50,"105,155,472 MWh","141,676",91,"67,704 MWh",15
3/29/2019,DEBM,2019-06,6/1/2019,6/30/2019,720 MWh,38.87,38.45,2019-03-29T09:19:31,38.45,2019-03-29T09:19:31,37.6,2019-03-29T16:45:23,39,2019-03-29T17:33:28,61,"43,920 MWh",16,"98,548,560 MWh","136,940",8,"5,760 MWh",3
3/29/2019,DEBM,2019-07,7/1/2019,7/31/2019,744 MWh,39.87,,,,,,,,,5,"3,720 MWh",1,"276,024 MWh",371,5,"3,720 MWh",1
3/29/2019,DEBM,2019-08,8/1/2019,8/31/2019,744 MWh,39.66,,,,,,,,,5,"3,720 MWh",1,"7,440 MWh",10,,,
3/29/2019,DEBM,2019-09,9/1/2019,9/30/2019,720 MWh,42.94,,,,,,,,,5,"3,600 MWh",1,"7,200 MWh",10,10,"7,200 MWh",1
3/29/2019,DEBM,2019-10,10/1/2019,10/31/2019,745 MWh,47.69,,,,,,,,,,,,,,,,
3/29/2019,DEBM,2019-11,11/1/2019,11/30/2019,720 MWh,50.31,,,,,,,,,,,,,,,,
3/29/2019,DEBM,2019-12,12/1/2019,12/31/2019,744 MWh,45.66,,,,,,,,,,,,,,,,
3/28/2019,DEBM,2019-03,3/1/2019,3/31/2019,743 MWh,30.65,,,,,,,,,,,,"108,471,313 MWh","145,991",,,
3/28/2019,DEBM,2019-04,4/1/2019,4/30/2019,720 MWh,36.09,35.7,2019-03-28T08:23:04,36.3,2019-03-28T14:09:17,35.5,2019-03-28T08:38:20,35.85,2019-03-28T17:53:24,279,"200,880 MWh",61,"112,428,720 MWh","156,151",564,"406,080 MWh",102
3/28/2019,DEBM,2019-05,5/1/2019,5/31/2019,744 MWh,37.85,37.65,2019-03-28T09:14:11,37.95,2019-03-28T15:00:04,37.5,2019-03-28T09:46:19,37.55,2019-03-28T17:26:07,298,"221,712 MWh",66,"104,961,288 MWh","141,077",166,"123,504 MWh",27
3/28/2019,DEBM,2019-06,6/1/2019,6/30/2019,720 MWh,39.85,39.45,2019-03-28T09:58:20,39.85,2019-03-28T15:35:43,39.45,2019-03-28T09:58:20,39.85,2019-03-28T15:35:43,54,"38,880 MWh",13,"98,447,040 MWh","136,732",88,"63,360 MWh",14
3/28/2019,DEBM,2019-07,7/1/2019,7/31/2019,744 MWh,41.12,41.3,2019-03-28T15:22:18,41.3,2019-03-28T15:22:18,41.3,2019-03-28T15:22:18,41.3,2019-03-28T15:22:18,5,"3,720 MWh",1,"193,440 MWh",260,106,"78,864 MWh",2
3/28/2019,DEBM,2019-08,8/1/2019,8/31/2019,744 MWh,40.89,,,,,,,,,,,,"7,440 MWh",10,,,
3/28/2019,DEBM,2019-09,9/1/2019,9/30/2019,720 MWh,44.08,,,,,,,,,,,,"7,200 MWh",10,,,
3/28/2019,DEBM,2019-10,10/1/2019,10/31/2019,745 MWh,48.64,,,,,,,,,,,,,,,,
3/28/2019,DEBM,2019-11,11/1/2019,11/30/2019,720 MWh,51.5,,,,,,,,,,,,,,,,
3/28/2019,DEBM,2019-12,12/1/2019,12/31/2019,744 MWh,46.98,,,,,,,,,,,,,,,,
3/27/2019,DEBM,2019-03,3/1/2019,3/31/2019,743 MWh,30.51,,,,,,,,,,,,"108,471,313 MWh","145,991",,,
3/27/2019,DEBM,2019-04,4/1/2019,4/30/2019,720 MWh,36.39,36.75,2019-03-27T08:34:30,36.75,2019-03-27T08:34:30,36.2,2019-03-27T11:07:56,36.25,2019-03-27T16:58:21,251,"180,720 MWh",58,"16,184,160 MWh","22,478",947,"681,840 MWh",113
3/27/2019,DEBM,2019-05,5/1/2019,5/31/2019,744 MWh,38.08,38.1,2019-03-27T09:43:40,38.2,2019-03-27T09:47:15,37.28,2019-03-27T10:37:44,37.9,2019-03-27T17:55:53,426,"316,944 MWh",84,"5,846,352 MWh","7,858",335,"249,240 MWh",47
3/27/2019,DEBM,2019-06,6/1/2019,6/30/2019,720 MWh,39.98,40.2,2019-03-27T09:21:13,40.2,2019-03-27T09:21:13,39.5,2019-03-27T11:31:55,40,2019-03-27T15:35:18,167,"120,240 MWh",37,"2,621,520 MWh","3,641",213,"153,360 MWh",27
3/27/2019,DEBM,2019-07,7/1/2019,7/31/2019,744 MWh,41.4,41.2,2019-03-27T14:11:55,41.5,2019-03-27T14:58:55,41.2,2019-03-27T14:11:55,41.5,2019-03-27T14:58:55,25,"18,600 MWh",3,"174,840 MWh",235,,,
3/27/2019,DEBM,2019-08,8/1/2019,8/31/2019,744 MWh,40.67,,,,,,,,,,,,"7,440 MWh",10,,,
3/27/2019,DEBM,2019-09,9/1/2019,9/30/2019,720 MWh,44.23,,,,,,,,,,,,"7,200 MWh",10,,,
3/27/2019,DEBM,2019-10,10/1/2019,10/31/2019,745 MWh,48.59,,,,,,,,,,,,,,,,
3/27/2019,DEBM,2019-11,11/1/2019,11/30/2019,720 MWh,51.37,,,,,,,,,,,,,,,,
3/27/2019,DEBM,2019-12,12/1/2019,12/31/2019,744 MWh,46.97,,,,,,,,,,,,,,,,
3/26/2019,DEBM,2019-03,3/1/2019,3/31/2019,743 MWh,30.47,,,,,,,,,,,,"108,471,313 MWh","145,991",,,
3/26/2019,DEBM,2019-04,4/1/2019,4/30/2019,720 MWh,36.02,35.3,2019-03-26T08:10:35,36.1,2019-03-26T15:00:27,35.25,2019-03-26T08:12:30,36.1,2019-03-26T17:19:17,190,"136,800 MWh",47,"15,767,280 MWh","21,899",417,"300,240 MWh",75
3/26/2019,DEBM,2019-05,5/1/2019,5/31/2019,744 MWh,37.71,37.2,2019-03-26T08:26:04,37.8,2019-03-26T17:14:30,37.2,2019-03-26T08:26:04,37.8,2019-03-26T17:14:30,136,"101,184 MWh",51,"5,717,640 MWh","7,685",47,"34,968 MWh",8
3/26/2019,DEBM,2019-06,6/1/2019,6/30/2019,720 MWh,39.71,39.3,2019-03-26T10:08:08,39.8,2019-03-26T15:37:51,39.3,2019-03-26T10:08:08,39.7,2019-03-26T16:08:53,85,"61,200 MWh",19,"2,549,520 MWh","3,541",15,"10,800 MWh",3
3/26/2019,DEBM,2019-07,7/1/2019,7/31/2019,744 MWh,41.13,41,2019-03-26T13:14:06,41.25,2019-03-26T13:59:06,41,2019-03-26T13:14:06,41.25,2019-03-26T13:59:06,25,"18,600 MWh",3,"156,240 MWh",210,,,
3/26/2019,DEBM,2019-08,8/1/2019,8/31/2019,744 MWh,40.1,,,,,,,,,,,,"7,440 MWh",10,,,
3/26/2019,DEBM,2019-09,9/1/2019,9/30/2019,720 MWh,43.63,,,,,,,,,,,,"7,200 MWh",10,,,
3/26/2019,DEBM,2019-10,10/1/2019,10/31/2019,745 MWh,47.99,,,,,,,,,,,,,,,,
3/26/2019,DEBM,2019-11,11/1/2019,11/30/2019,720 MWh,50.77,,,,,,,,,,,,,,,,
3/26/2019,DEBM,2019-12,12/1/2019,12/31/2019,744 MWh,46.37,,,,,,,,,,,,,,,,
3/25/2019,DEBM,2019-03,3/1/2019,3/31/2019,743 MWh,30.55,,,,,,,,,,,,"108,471,313 MWh","145,991",,,
3/25/2019,DEBM,2019-04,4/1/2019,4/30/2019,720 MWh,35.5,35.05,2019-03-25T08:38:34,35.65,2019-03-25T11:55:17,35.05,2019-03-25T08:38:34,35.45,2019-03-25T17:24:44,189,"136,080 MWh",40,"15,092,640 MWh","20,962",908,"653,760 MWh",115
3/25/2019,DEBM,2019-05,5/1/2019,5/31/2019,744 MWh,37.27,37.05,2019-03-25T09:25:57,37.55,2019-03-25T12:11:40,37.05,2019-03-25T09:25:57,37.25,2019-03-25T15:56:04,99,"73,656 MWh",37,"5,428,224 MWh","7,296",366,"272,304 MWh",34
3/25/2019,DEBM,2019-06,6/1/2019,6/30/2019,720 MWh,39.17,38.8,2019-03-25T09:03:41,39.34,2019-03-25T14:56:42,38.75,2019-03-25T09:05:53,39.15,2019-03-25T15:56:08,102,"73,440 MWh",20,"2,433,600 MWh","3,380",65,"46,800 MWh",7
3/25/2019,DEBM,2019-07,7/1/2019,7/31/2019,744 MWh,40.5,40.5,2019-03-25T14:44:32,40.5,2019-03-25T14:44:32,40.5,2019-03-25T14:44:32,40.5,2019-03-25T14:44:36,30,"22,320 MWh",4,"133,920 MWh",180,,,
3/25/2019,DEBM,2019-08,8/1/2019,8/31/2019,744 MWh,39.45,,,,,,,,,,,,"7,440 MWh",10,,,
3/25/2019,DEBM,2019-09,9/1/2019,9/30/2019,720 MWh,42.93,,,,,,,,,,,,"7,200 MWh",10,,,
3/25/2019,DEBM,2019-10,10/1/2019,10/31/2019,745 MWh,47.3,,,,,,,,,,,,,,,,
3/25/2019,DEBM,2019-11,11/1/2019,11/30/2019,720 MWh,50.08,,,,,,,,,,,,,,,,
3/25/2019,DEBM,2019-12,12/1/2019,12/31/2019,744 MWh,45.68,,,,,,,,,,,,,,,,
3/22/2019,DEBM,2019-03,3/1/2019,3/31/2019,743 MWh,30.55,,,,,,,,,,,,"108,471,313 MWh","145,991",,,
3/22/2019,DEBM,2019-04,4/1/2019,4/30/2019,720 MWh,35.58,35.6,2019-03-22T10:32:36,35.7,2019-03-22T12:43:55,35.6,2019-03-22T10:32:36,35.65,2019-03-22T16:03:51,121,"87,120 MWh",26,"14,659,920 MWh","20,361",572,"411,840 MWh",71
3/22/2019,DEBM,2019-05,5/1/2019,5/31/2019,744 MWh,37.32,37.75,2019-03-22T08:06:19,37.75,2019-03-22T08:06:19,37.25,2019-03-22T15:08:14,37.35,2019-03-22T15:58:50,150,"111,600 MWh",49,"5,200,560 MWh","6,990",180,"133,920 MWh",24
3/22/2019,DEBM,2019-06,6/1/2019,6/30/2019,720 MWh,39.31,39.6,2019-03-22T08:39:11,39.6,2019-03-22T08:39:11,39.1,2019-03-22T09:12:28,39.35,2019-03-22T15:28:42,71,"51,120 MWh",17,"2,347,200 MWh","3,260",49,"35,280 MWh",7
3/22/2019,DEBM,2019-07,7/1/2019,7/31/2019,744 MWh,40.47,40.75,2019-03-22T12:59:32,40.75,2019-03-22T12:59:32,40.75,2019-03-22T12:59:32,40.75,2019-03-22T12:59:41,15,"11,160 MWh",3,"122,760 MWh",165,,,
3/22/2019,DEBM,2019-08,8/1/2019,8/31/2019,744 MWh,39.75,,,,,,,,,,,,"7,440 MWh",10,,,
3/22/2019,DEBM,2019-09,9/1/2019,9/30/2019,720 MWh,43.27,,,,,,,,,,,,"7,200 MWh",10,,,
3/22/2019,DEBM,2019-10,10/1/2019,10/31/2019,745 MWh,47.51,,,,,,,,,,,,,,,,
3/22/2019,DEBM,2019-11,11/1/2019,11/30/2019,720 MWh,50.3,,,,,,,,,,,,,,,,
3/22/2019,DEBM,2019-12,12/1/2019,12/31/2019,744 MWh,45.89,,,,,,,,,,,,,,,,
3/21/2019,DEBM,2019-03,3/1/2019,3/31/2019,743 MWh,30.51,,,,,,,,,,,,"108,471,313 MWh","145,991",,,
3/21/2019,DEBM,2019-04,4/1/2019,4/30/2019,720 MWh,35.91,36,2019-03-21T09:14:24,36.21,2019-03-21T13:25:56,35.75,2019-03-21T16:53:24,35.8,2019-03-21T17:01:09,88,"63,360 MWh",23,"14,325,120 MWh","19,896",439,"316,080 MWh",90
3/21/2019,DEBM,2019-05,5/1/2019,5/31/2019,744 MWh,38.02,37.95,2019-03-21T09:25:37,38.3,2019-03-21T10:22:51,37.6,2019-03-21T17:54:20,37.6,2019-03-21T17:54:20,141,"104,904 MWh",41,"4,956,528 MWh","6,662",211,"156,984 MWh",31
3/21/2019,DEBM,2019-06,6/1/2019,6/30/2019,720 MWh,39.85,40,2019-03-21T08:53:07,40.25,2019-03-21T14:12:18,39.66,2019-03-21T12:44:44,39.9,2019-03-21T16:28:26,98,"70,560 MWh",23,"1,943,280 MWh","2,699",469,"337,680 MWh",17
3/21/2019,DEBM,2019-07,7/1/2019,7/31/2019,744 MWh,41.05,41,2019-03-21T13:11:24,41,2019-03-21T13:11:24,40.85,2019-03-21T15:53:44,40.85,2019-03-21T15:53:44,11,"8,184 MWh",2,"114,576 MWh",154,,,
3/21/2019,DEBM,2019-08,8/1/2019,8/31/2019,744 MWh,40.3,,,,,,,,,,,,"7,440 MWh",10,,,
3/21/2019,DEBM,2019-09,9/1/2019,9/30/2019,720 MWh,43.88,,,,,,,,,,,,"7,200 MWh",10,,,
3/21/2019,DEBM,2019-10,10/1/2019,10/31/2019,745 MWh,48.09,,,,,,,,,,,,,,,,
3/21/2019,DEBM,2019-11,11/1/2019,11/30/2019,720 MWh,50.91,,,,,,,,,,,,,,,,
3/21/2019,DEBM,2019-12,12/1/2019,12/31/2019,744 MWh,46.46,,,,,,,,,,,,,,,,
3/20/2019,DEBM,2019-03,3/1/2019,3/31/2019,743 MWh,30.74,,,,,,,,,,,,"108,471,313 MWh","145,991",,,
3/20/2019,DEBM,2019-04,4/1/2019,4/30/2019,720 MWh,36.16,36.75,2019-03-20T08:01:12,36.75,2019-03-20T08:01:12,35.9,2019-03-20T08:48:09,36.6,2019-03-20T16:40:46,436,"313,920 MWh",91,"13,143,600 MWh","18,255","1,372","987,840 MWh",159
3/20/2019,DEBM,2019-05,5/1/2019,5/31/2019,744 MWh,38.3,37.75,2019-03-20T08:37:54,38.45,2019-03-20T16:41:20,37.65,2019-03-20T10:14:17,38.43,2019-03-20T16:57:58,168,"124,992 MWh",41,"4,718,448 MWh","6,342",172,"127,968 MWh",27
3/20/2019,DEBM,2019-06,6/1/2019,6/30/2019,720 MWh,40.41,40,2019-03-20T08:20:01,40.65,2019-03-20T17:08:49,39.75,2019-03-20T11:21:25,40.65,2019-03-20T17:08:49,148,"106,560 MWh",34,"1,730,160 MWh","2,403",165,"118,800 MWh",11
3/20/2019,DEBM,2019-07,7/1/2019,7/31/2019,744 MWh,41.33,,,,,,,,,,,,"99,696 MWh",134,20,"14,880 MWh",5
3/20/2019,DEBM,2019-08,8/1/2019,8/31/2019,744 MWh,40.74,,,,,,,,,,,,"7,440 MWh",10,,,
3/20/2019,DEBM,2019-09,9/1/2019,9/30/2019,720 MWh,44.37,,,,,,,,,,,,"7,200 MWh",10,,,
3/20/2019,DEBM,2019-10,10/1/2019,10/31/2019,745 MWh,48.08,,,,,,,,,,,,,,,,
3/20/2019,DEBM,2019-11,11/1/2019,11/30/2019,720 MWh,50.91,,,,,,,,,,,,,,,,
3/20/2019,DEBM,2019-12,12/1/2019,12/31/2019,744 MWh,46.44,,,,,,,,,,,,,,,,
3/19/2019,DEBM,2019-03,3/1/2019,3/31/2019,743 MWh,30.69,,,,,,,,,,,,"108,471,313 MWh","145,991",,,
3/19/2019,DEBM,2019-04,4/1/2019,4/30/2019,720 MWh,36.94,36.7,2019-03-19T08:02:27,37.55,2019-03-19T08:37:27,36.65,2019-03-19T16:15:02,36.75,2019-03-19T16:53:36,258,"185,760 MWh",65,"12,496,320 MWh","17,356",901,"648,720 MWh",131
3/19/2019,DEBM,2019-05,5/1/2019,5/31/2019,744 MWh,38.55,39.4,2019-03-19T08:41:29,39.4,2019-03-19T08:41:29,38.45,2019-03-19T15:50:57,38.82,2019-03-19T16:11:06,163,"121,272 MWh",42,"4,333,800 MWh","5,825",382,"284,208 MWh",36
3/19/2019,DEBM,2019-06,6/1/2019,6/30/2019,720 MWh,40.87,41.15,2019-03-19T10:09:52,41.25,2019-03-19T14:12:37,40.5,2019-03-19T16:13:39,40.75,2019-03-19T16:57:10,55,"39,600 MWh",12,"1,654,560 MWh","2,298",55,"39,600 MWh",7
3/19/2019,DEBM,2019-07,7/1/2019,7/31/2019,744 MWh,41.93,,,,,,,,,,,,"99,696 MWh",134,,,
3/19/2019,DEBM,2019-08,8/1/2019,8/31/2019,744 MWh,41.11,,,,,,,,,,,,"7,440 MWh",10,,,
3/19/2019,DEBM,2019-09,9/1/2019,9/30/2019,720 MWh,44.64,,,,,,,,,,,,"7,200 MWh",10,,,
3/19/2019,DEBM,2019-10,10/1/2019,10/31/2019,745 MWh,48.44,,,,,,,,,,,,,,,,
3/19/2019,DEBM,2019-11,11/1/2019,11/30/2019,720 MWh,51.28,,,,,,,,,,,,,,,,
3/19/2019,DEBM,2019-12,12/1/2019,12/31/2019,744 MWh,46.79,,,,,,,,,,,,,,,,
3/18/2019,DEBM,2019-03,3/1/2019,3/31/2019,743 MWh,30.65,,,,,,,,,,,,"108,471,313 MWh","145,991",,,
3/18/2019,DEBM,2019-04,4/1/2019,4/30/2019,720 MWh,36.6,37.15,2019-03-18T08:08:15,37.15,2019-03-18T08:08:15,36.55,2019-03-18T16:10:27,37,2019-03-18T17:46:14,352,"253,440 MWh",109,"11,493,360 MWh","15,963","1,270","914,400 MWh",181
3/18/2019,DEBM,2019-05,5/1/2019,5/31/2019,744 MWh,38.65,39,2019-03-18T08:51:50,39,2019-03-18T08:51:50,38.6,2019-03-18T15:28:30,38.7,2019-03-18T17:07:52,119,"88,536 MWh",31,"3,860,616 MWh","5,189",580,"431,520 MWh",27
3/18/2019,DEBM,2019-06,6/1/2019,6/30/2019,720 MWh,40.49,40.95,2019-03-18T09:37:24,41,2019-03-18T10:02:10,40.5,2019-03-18T15:49:21,40.5,2019-03-18T15:49:21,36,"25,920 MWh",9,"1,533,600 MWh","2,130",139,"100,080 MWh",16
3/18/2019,DEBM,2019-07,7/1/2019,7/31/2019,744 MWh,41.76,,,,,,,,,,,,"99,696 MWh",134,,,
3/18/2019,DEBM,2019-08,8/1/2019,8/31/2019,744 MWh,40.96,,,,,,,,,,,,"7,440 MWh",10,,,
3/18/2019,DEBM,2019-09,9/1/2019,9/30/2019,720 MWh,44.48,,,,,,,,,,,,"7,200 MWh",10,,,
3/18/2019,DEBM,2019-10,10/1/2019,10/31/2019,745 MWh,48.22,,,,,,,,,,,,,,,,
3/18/2019,DEBM,2019-11,11/1/2019,11/30/2019,720 MWh,51.05,,,,,,,,,,,,,,,,
3/18/2019,DEBM,2019-12,12/1/2019,12/31/2019,744 MWh,46.58,,,,,,,,,,,,,,,,
3/15/2019,DEBM,2019-03,3/1/2019,3/31/2019,743 MWh,31.68,,,,,,,,,,,,"108,471,313 MWh","145,991",,,
3/15/2019,DEBM,2019-04,4/1/2019,4/30/2019,720 MWh,37.66,38.2,2019-03-15T08:28:05,38.6,2019-03-15T09:43:01,37.75,2019-03-15T13:47:11,37.9,2019-03-15T17:12:08,157,"113,040 MWh",32,"10,870,560 MWh","15,098","1,059","762,480 MWh",146
3/15/2019,DEBM,2019-05,5/1/2019,5/31/2019,744 MWh,39.51,40.4,2019-03-15T08:29:45,40.5,2019-03-15T08:57:21,39.5,2019-03-15T15:54:47,39.65,2019-03-15T16:23:20,230,"171,120 MWh",97,"3,424,632 MWh","4,603",457,"340,008 MWh",52
3/15/2019,DEBM,2019-06,6/1/2019,6/30/2019,720 MWh,41.41,42.3,2019-03-15T10:31:58,42.35,2019-03-15T11:11:34,41.4,2019-03-15T14:27:04,41.55,2019-03-15T17:42:59,89,"64,080 MWh",26,"1,437,840 MWh","1,997",55,"39,600 MWh",10
3/15/2019,DEBM,2019-07,7/1/2019,7/31/2019,744 MWh,42.82,,,,,,,,,,,,"95,976 MWh",129,5,"3,720 MWh",1
3/15/2019,DEBM,2019-08,8/1/2019,8/31/2019,744 MWh,41.66,,,,,,,,,,,,"7,440 MWh",10,,,
3/15/2019,DEBM,2019-09,9/1/2019,9/30/2019,720 MWh,45.34,46.75,2019-03-15T12:26:03,46.75,2019-03-15T12:26:03,46.75,2019-03-15T12:26:03,46.75,2019-03-15T12:26:03,5,"3,600 MWh",1,"3,600 MWh",5,,,
3/15/2019,DEBM,2019-10,10/1/2019,10/31/2019,745 MWh,49.03,,,,,,,,,,,,,,,,
3/15/2019,DEBM,2019-11,11/1/2019,11/30/2019,720 MWh,51.91,,,,,,,,,,,,,,,,
3/15/2019,DEBM,2019-12,12/1/2019,12/31/2019,744 MWh,47.36,,,,,,,,,,,,,,,,
3/14/2019,DEBM,2019-03,3/1/2019,3/31/2019,743 MWh,31.49,,,,,,,,,,,,"108,471,313 MWh","145,991",,,
3/14/2019,DEBM,2019-04,4/1/2019,4/30/2019,720 MWh,38.19,38.25,2019-03-14T08:16:50,38.4,2019-03-14T08:38:35,37.85,2019-03-14T10:12:46,37.9,2019-03-14T16:50:47,337,"242,640 MWh",69,"10,452,240 MWh","14,517",479,"344,880 MWh",51
3/14/2019,DEBM,2019-05,5/1/2019,5/31/2019,744 MWh,40.3,40.4,2019-03-14T09:57:00,40.4,2019-03-14T09:57:00,40.15,2019-03-14T16:33:59,40.3,2019-03-14T17:59:12,151,"112,344 MWh",76,"3,100,992 MWh","4,168",300,"223,200 MWh",13
3/14/2019,DEBM,2019-06,6/1/2019,6/30/2019,720 MWh,42.52,42.35,2019-03-14T10:51:33,42.5,2019-03-14T13:46:10,42.3,2019-03-14T12:11:36,42.4,2019-03-14T16:35:39,37,"26,640 MWh",8,"1,296,720 MWh","1,801",166,"119,520 MWh",22
3/14/2019,DEBM,2019-07,7/1/2019,7/31/2019,744 MWh,43.44,43.4,2019-03-14T13:43:27,43.4,2019-03-14T13:43:27,43.4,2019-03-14T13:43:27,43.4,2019-03-14T16:42:59,40,"29,760 MWh",8,"66,216 MWh",89,,,
3/14/2019,DEBM,2019-08,8/1/2019,8/31/2019,744 MWh,42.96,,,,,,,,,,,,"7,440 MWh",10,,,
3/14/2019,DEBM,2019-09,9/1/2019,9/30/2019,720 MWh,46.57,,,,,,,,,,,,"3,600 MWh",5,,,
3/14/2019,DEBM,2019-10,10/1/2019,10/31/2019,745 MWh,50.05,,,,,,,,,,,,,,,,
3/14/2019,DEBM,2019-11,11/1/2019,11/30/2019,720 MWh,53.08,,,,,,,,,,,,,,,,
3/14/2019,DEBM,2019-12,12/1/2019,12/31/2019,744 MWh,48.3,,,,,,,,,,,,,,,,
3/13/2019,DEBM,2019-03,3/1/2019,3/31/2019,743 MWh,32.07,,,,,,,,,,,,"108,471,313 MWh","145,991",,,
3/13/2019,DEBM,2019-04,4/1/2019,4/30/2019,720 MWh,37.89,38.75,2019-03-13T08:44:50,38.86,2019-03-13T09:03:37,37.9,2019-03-13T15:54:19,38.1,2019-03-13T16:59:32,138,"99,360 MWh",35,"10,026,720 MWh","13,926",493,"354,960 MWh",90
3/13/2019,DEBM,2019-05,5/1/2019,5/31/2019,744 MWh,40.2,40.6,2019-03-13T09:21:16,40.8,2019-03-13T10:18:39,40.2,2019-03-13T15:59:05,40.4,2019-03-13T16:58:22,97,"72,168 MWh",27,"2,929,872 MWh","3,938",167,"124,248 MWh",13
3/13/2019,DEBM,2019-06,6/1/2019,6/30/2019,720 MWh,42.23,42.8,2019-03-13T09:20:12,43,2019-03-13T09:54:16,42.2,2019-03-13T16:14:45,42.37,2019-03-13T16:58:00,38,"27,360 MWh",9,"1,246,320 MWh","1,731",40,"28,800 MWh",6
3/13/2019,DEBM,2019-07,7/1/2019,7/31/2019,744 MWh,43.06,,,,,,,,,,,,"66,216 MWh",89,,,
3/13/2019,DEBM,2019-08,8/1/2019,8/31/2019,744 MWh,42.68,43.5,2019-03-13T08:53:32,43.5,2019-03-13T08:53:32,43.5,2019-03-13T08:53:32,43.5,2019-03-13T08:53:32,5,"3,720 MWh",1,"3,720 MWh",5,,,
3/13/2019,DEBM,2019-09,9/1/2019,9/30/2019,720 MWh,46.62,,,,,,,,,,,,"3,600 MWh",5,,,
3/13/2019,DEBM,2019-10,10/1/2019,10/31/2019,745 MWh,49.79,,,,,,,,,,,,,,,,
3/13/2019,DEBM,2019-11,11/1/2019,11/30/2019,720 MWh,52.82,,,,,,,,,,,,,,,,
3/13/2019,DEBM,2019-12,12/1/2019,12/31/2019,744 MWh,48.04,,,,,,,,,,,,,,,,
3/12/2019,DEBM,2019-03,3/1/2019,3/31/2019,743 MWh,32.59,,,,,,,,,,,,"108,471,313 MWh","145,991",,,
3/12/2019,DEBM,2019-04,4/1/2019,4/30/2019,720 MWh,39.61,39.85,2019-03-12T08:24:52,39.85,2019-03-12T08:24:52,39,2019-03-12T17:33:42,39,2019-03-12T17:33:42,380,"273,600 MWh",83,"9,451,440 MWh","13,127",601,"432,720 MWh",94
3/12/2019,DEBM,2019-05,5/1/2019,5/31/2019,744 MWh,41.76,41.85,2019-03-12T08:25:27,41.85,2019-03-12T08:25:27,41,2019-03-12T17:37:14,41,2019-03-12T17:37:14,132,"98,208 MWh",30,"2,633,016 MWh","3,539",285,"212,040 MWh",50
